player,player_id,pos,ht_in_in,wt,birth_date,colleges,from,to,debut,hof
Anthony Bowie,bowiean01,G-F,78,190,1963-11-09,Oklahoma,1989,1998,1989-03-20T00:00:00Z,FALSE
Orlando Graham,grahaor01,F,80,220,1965-05-05,"West Texas A&M University, Auburn University at Montgomery",1989,1989,1989-03-23T00:00:00Z,FALSE
Rob Rose,rosero01,G,77,180,1964-12-27,George Mason,1989,1989,1989-03-31T00:00:00Z,FALSE
Barry Sumpter,sumptba01,F-C,83,215,1965-11-11,"Louisville, Austin Peay State University",1989,1989,1989-04-02T00:00:00Z,FALSE
B.J. Armstrong,armstbj01,G,74,175,1967-09-09,Iowa,1990,2000,1989-11-03T00:00:00Z,FALSE
Dana Barros,barroda01,G,71,163,1967-04-13,Boston College,1990,2004,1989-11-03T00:00:00Z,FALSE
Kenny Battle,battlke01,F,78,210,1964-10-10,"Northern Illinois, Illinois",1990,1993,1989-11-03T00:00:00Z,FALSE
Winston Bennett,bennewi01,F,79,210,1965-02-09,Kentucky,1990,1992,1989-11-03T00:00:00Z,FALSE
Mookie Blaylock,blaylmo01,G,72,180,1967-03-20,"Midland College, Oklahoma",1990,2002,1989-11-03T00:00:00Z,FALSE
Chucky Brown,brownch01,F,79,214,1968-02-29,NC State,1990,2002,1989-11-03T00:00:00Z,FALSE
Stanley Brundy,brundst01,F,78,210,1967-11-13,DePaul,1990,1990,1989-11-03T00:00:00Z,FALSE
Torgeir Bryn,brynto01,C,81,250,1964-08-08,Texas State University,1990,1990,1989-11-03T00:00:00Z,FALSE
Terry Davis,daviste01,F-C,81,225,1967-06-17,Virginia Union University,1990,2001,1989-11-03T00:00:00Z,FALSE
Vlade Divac,divacvl01,C,85,243,1968-02-03,NA,1990,2005,1989-11-03T00:00:00Z,TRUE
Sherman Douglas,douglsh01,G,72,180,1966-09-15,Syracuse,1990,2001,1989-11-03T00:00:00Z,FALSE
Terry Dozier,doziete01,F,81,210,1966-06-29,South Carolina,1990,1990,1989-11-03T00:00:00Z,FALSE
Blue Edwards,edwarbl01,G-F,76,200,1965-10-31,East Carolina University,1990,1999,1989-11-03T00:00:00Z,FALSE
Greg Grant,grantgr01,G,67,140,1966-08-29,Trenton State University,1990,1996,1989-11-03T00:00:00Z,FALSE
Scott Haffner,haffnsc01,G,75,180,1966-02-02,"Illinois, University of Evansville",1990,1991,1989-11-03T00:00:00Z,FALSE
Tom Hammonds,hammoto01,F,81,215,1967-03-27,Georgia Tech,1990,2001,1989-11-03T00:00:00Z,FALSE
Tim Hardaway,hardati01,G,72,175,1966-09-01,Texas-El Paso,1990,2003,1989-11-03T00:00:00Z,TRUE
Ed Horton,hortoed01,F,80,230,1967-12-17,Iowa,1990,1990,1989-11-03T00:00:00Z,FALSE
Jaren Jackson,jacksja01,G-F,76,190,1967-10-27,Georgetown,1990,2002,1989-11-03T00:00:00Z,FALSE
Shawn Kemp,kempsh01,F-C,82,230,1969-11-26,"Trinity Valley CC, Kentucky",1990,2003,1989-11-03T00:00:00Z,FALSE
Stacey King,kingst01,F-C,83,230,1967-01-29,Oklahoma,1990,1997,1989-11-03T00:00:00Z,FALSE
Todd Lichti,lichtto01,G-F,76,205,1967-01-08,Stanford,1990,1994,1989-11-03T00:00:00Z,FALSE
Roy Marble,marblro01,G-F,78,190,1966-12-13,Iowa,1990,1994,1989-11-03T00:00:00Z,FALSE
Šarūnas Marčiulionis,marcisa01,G,77,200,1964-06-13,NA,1990,1997,1989-11-03T00:00:00Z,TRUE
George McCloud,mccloge01,G-F,78,205,1967-05-27,Florida State,1990,2002,1989-11-03T00:00:00Z,FALSE
Carlton McKinney,mckinca01,G,76,190,1964-10-21,"Tulsa, SMU",1990,1992,1989-11-03T00:00:00Z,FALSE
Sam Mitchell,mitchsa01,F,78,210,1963-09-02,Mercer University,1990,2002,1989-11-03T00:00:00Z,FALSE
Dyron Nix,nixdy01,F,79,210,1967-02-11,Tennessee,1990,1990,1989-11-03T00:00:00Z,FALSE
Dražen Petrović,petrodr01,G,77,195,1964-10-22,NA,1990,1993,1989-11-03T00:00:00Z,TRUE
J.R. Reid,reidjr01,F,81,247,1968-03-31,UNC,1990,2001,1989-11-03T00:00:00Z,FALSE
Glen Rice,ricegl01,F,80,215,1967-05-28,Michigan,1990,2004,1989-11-03T00:00:00Z,FALSE
Pooh Richardson,richapo01,G,73,180,1966-05-14,UCLA,1990,1999,1989-11-03T00:00:00Z,FALSE
Clifford Robinson,robincl02,F-C,82,225,1966-12-16,UConn,1990,2007,1989-11-03T00:00:00Z,FALSE
Donald Royal,royaldo01,F,80,210,1966-05-22,Notre Dame,1990,1998,1989-11-03T00:00:00Z,FALSE
Jay Taylor,tayloja01,G,75,190,1967-10-03,Eastern Illinois University,1990,1990,1989-11-03T00:00:00Z,FALSE
Leonard Taylor,taylole01,F,80,220,1966-05-02,California,1990,1990,1989-11-03T00:00:00Z,FALSE
Henry Turner,turnehe02,G-F,79,200,1966-08-18,Cal State Fullerton,1990,1995,1989-11-03T00:00:00Z,FALSE
Alexander Volkov,volkoal01,C,82,218,1964-03-28,NA,1990,1992,1989-11-03T00:00:00Z,FALSE
Doug West,westdo01,G-F,78,200,1967-05-27,Villanova,1990,2001,1989-11-03T00:00:00Z,FALSE
Randy White,whitera01,F,80,240,1967-11-04,Louisiana Tech,1990,1994,1989-11-03T00:00:00Z,FALSE
Nick Anderson,anderni01,F-G,78,205,1968-01-20,Illinois,1990,2002,1989-11-04T00:00:00Z,FALSE
Adrian Caldwell,caldwad01,F-C,80,265,1966-07-04,"SMU, Lamar",1990,1998,1989-11-04T00:00:00Z,FALSE
Sean Elliott,elliose01,F,80,205,1968-02-02,Arizona,1990,2001,1989-11-04T00:00:00Z,FALSE
Scott Meents,meentsc01,F,82,225,1964-01-04,Illinois,1990,1991,1989-11-04T00:00:00Z,FALSE
John Morton,mortojo01,G,75,180,1967-05-18,Seton Hall,1990,1992,1989-11-04T00:00:00Z,FALSE
Kenny Payne,payneke01,F-G,80,195,1966-11-25,Louisville,1990,1993,1989-11-04T00:00:00Z,FALSE
Brian Quinnett,quinnbr01,F,80,235,1966-05-30,Washington State,1990,1992,1989-11-04T00:00:00Z,FALSE
David Robinson,robinda01,C,85,235,1965-08-06,United States Naval Academy,1990,2003,1989-11-04T00:00:00Z,TRUE
Michael Ansley,anslemi01,F,79,225,1967-02-08,Alabama,1990,1992,1989-11-06T00:00:00Z,FALSE
Steve Bucknall,bucknst01,G,78,215,1966-03-17,UNC,1990,1990,1989-11-07T00:00:00Z,FALSE
Byron Irvin,irvinby01,G,77,190,1966-12-02,"Arkansas, Missouri",1990,1993,1989-11-07T00:00:00Z,FALSE
Stan Kimbrough,kimbrst01,G,71,153,1966-04-24,"Central Florida, Xavier",1990,1993,1989-11-07T00:00:00Z,FALSE
Jeff Martin,martije01,G,77,195,1967-01-14,Murray State,1990,1991,1989-11-07T00:00:00Z,FALSE
Lanard Copeland,copella01,G,78,190,1965-07-16,Georgia State University,1990,1992,1989-11-08T00:00:00Z,FALSE
Eric Johnson,johnser01,G,74,205,1966-02-07,"Baylor, Nebraska",1990,1990,1989-11-08T00:00:00Z,FALSE
Delaney Rudd,ruddde01,G,74,180,1962-11-08,Wake Forest,1990,1993,1989-11-08T00:00:00Z,FALSE
Charles Smith,smithch02,G,73,160,1967-11-29,Georgetown,1990,1996,1989-11-08T00:00:00Z,FALSE
Mel McCants,mccanme01,F,80,240,1967-08-19,Purdue,1990,1990,1989-11-09T00:00:00Z,FALSE
Nate Johnston,johnsna01,F,80,210,1966-12-18,University of Tampa,1990,1990,1989-11-10T00:00:00Z,FALSE
Jeff Lebo,leboje01,G,74,180,1966-10-05,UNC,1990,1990,1989-11-10T00:00:00Z,FALSE
Žarko Paspalj,paspaza01,F,81,215,1966-03-27,NA,1990,1990,1989-11-10T00:00:00Z,FALSE
Gary Voce,vocega01,F,81,240,1965-11-24,Notre Dame,1990,1990,1989-11-10T00:00:00Z,FALSE
Mike Higgins,higgimi01,F,81,220,1967-02-17,University of Northern Colorado,1990,1991,1989-11-12T00:00:00Z,FALSE
Pervis Ellison,ellispe01,F-C,81,210,1967-04-03,Louisville,1990,2001,1989-11-14T00:00:00Z,FALSE
Byron Dinkins,dinkiby01,G,73,170,1967-06-15,UNC Charlotte,1990,1991,1989-11-16T00:00:00Z,FALSE
Frank Kornet,kornefr01,F,81,225,1967-01-27,Vanderbilt,1990,1991,1989-11-16T00:00:00Z,FALSE
Gary Leonard,leonaga01,C,85,250,1967-02-16,Missouri,1990,1992,1989-11-17T00:00:00Z,FALSE
Michael Smith,smithmi01,F,82,225,1965-05-19,BYU,1990,1995,1989-11-17T00:00:00Z,FALSE
Dexter Shouse,shousde01,G,74,200,1963-03-24,University of South Alabama,1990,1990,1989-11-29T00:00:00Z,FALSE
Mike Morrison,morrimi01,G,76,195,1967-08-16,Loyola (MD),1990,1990,1989-12-07T00:00:00Z,FALSE
Doug Roth,rothdo01,C,83,255,1967-08-24,Tennessee,1990,1990,1989-12-14T00:00:00Z,FALSE
Mike Williams,willimi03,F,80,255,1963-08-14,"Cincinnati, Bradley",1990,1990,1989-12-17T00:00:00Z,FALSE
Jeff Sanders,sandeje01,F,80,225,1966-01-14,Georgia Southern University,1990,1993,1989-12-20T00:00:00Z,FALSE
Jay Edwards,edwarja02,G,76,185,1969-01-03,Indiana,1990,1990,1990-01-22T00:00:00Z,FALSE
Haywoode Workman,workmha01,G,74,180,1966-01-23,"Winston-Salem State, Oral Roberts",1990,2000,1990-01-27T00:00:00Z,FALSE
Anthony Mason,masonan01,F,80,250,1966-12-14,Tennessee State,1990,2003,1990-01-29T00:00:00Z,FALSE
Derrick Gervin,gervide01,F,80,200,1963-03-28,Texas-San Antonio,1990,1991,1990-02-14T00:00:00Z,FALSE
Bob McCann,mccanbo01,F,78,244,1964-04-22,"Upsala College, Morehead State University",1990,1998,1990-02-17T00:00:00Z,FALSE
Raymond Brown,brownra01,F,80,220,1965-07-05,"Mississippi State, Idaho",1990,1990,1990-02-19T00:00:00Z,FALSE
Tim Legler,legleti01,G,76,200,1966-12-26,La Salle,1990,2000,1990-03-21T00:00:00Z,FALSE
Clifford Lett,lettcl01,G,75,170,1965-12-23,Florida,1990,1991,1990-03-26T00:00:00Z,FALSE
Alaa Abdelnaby,abdelal01,F-C,82,240,1968-06-24,Duke,1991,1995,1990-11-02T00:00:00Z,FALSE
Lance Blanks,blankla01,G,76,190,1966-09-09,"Virginia, Texas",1991,1993,1990-11-02T00:00:00Z,FALSE
Dee Brown,brownde01,G,73,160,1968-11-29,Jacksonville University,1991,2002,1990-11-02T00:00:00Z,FALSE
Jud Buechler,buechju01,F-G,78,220,1968-06-19,Arizona,1991,2002,1990-11-02T00:00:00Z,FALSE
Willie Burton,burtowi01,F-G,80,210,1968-05-26,Minnesota,1991,1999,1990-11-02T00:00:00Z,FALSE
Duane Causwell,causwdu01,C,84,240,1968-05-31,Temple,1991,2001,1990-11-02T00:00:00Z,FALSE
Cedric Ceballos,cebalce01,F,79,220,1969-08-02,Cal State Fullerton,1991,2001,1990-11-02T00:00:00Z,FALSE
Richard Coffey,cofferi01,F,78,212,1965-09-02,Minnesota,1991,1991,1990-11-02T00:00:00Z,FALSE
Derrick Coleman,colemde01,F-C,82,230,1967-06-21,Syracuse,1991,2005,1990-11-02T00:00:00Z,FALSE
Bimbo Coles,colesbi01,G,73,180,1968-04-22,Virginia Tech,1991,2004,1990-11-02T00:00:00Z,FALSE
Anthony Cook,cookan01,F-C,81,205,1967-03-19,Arizona,1991,1996,1990-11-02T00:00:00Z,FALSE
A.J. English,engliaj01,G,75,175,1967-07-11,Virginia Union University,1991,1992,1990-11-02T00:00:00Z,FALSE
Danny Ferry,ferryda01,F,82,230,1966-10-17,Duke,1991,2003,1990-11-02T00:00:00Z,FALSE
Greg Foster,fostegr01,F-C,83,240,1968-10-03,"UCLA, Texas-El Paso",1991,2003,1990-11-02T00:00:00Z,FALSE
Tate George,georgta01,G,77,190,1968-05-29,UConn,1991,1995,1990-11-02T00:00:00Z,FALSE
Kendall Gill,gillke01,G,77,195,1968-05-25,Illinois,1991,2005,1990-11-02T00:00:00Z,FALSE
Gerald Glass,glassge01,G-F,77,221,1967-11-12,"Delta State University, Ole Miss",1991,1996,1990-11-02T00:00:00Z,FALSE
Steve Henson,hensost01,G,71,177,1968-02-02,Kansas State,1991,1999,1990-11-02T00:00:00Z,FALSE
Tyrone Hill,hillty01,F,81,240,1968-03-19,Xavier,1991,2004,1990-11-02T00:00:00Z,FALSE
Dave Jamerson,jamerda01,G-F,77,190,1967-08-13,Ohio University,1991,1994,1990-11-02T00:00:00Z,FALSE
Alec Kessler,kesslal01,F-C,83,230,1967-01-13,Georgia,1991,1994,1990-11-02T00:00:00Z,FALSE
Bo Kimble,kimblbo01,G,76,190,1966-04-09,"USC, Loyola Marymount",1991,1993,1990-11-02T00:00:00Z,FALSE
Kurk Lee,leeku01,G,75,190,1967-06-03,"Western Kentucky, Towson University",1991,1991,1990-11-02T00:00:00Z,FALSE
Marcus Liberty,liberma01,F,80,205,1968-10-27,Illinois,1991,1994,1990-11-02T00:00:00Z,FALSE
Ian Lockhart,lockhia01,F,80,240,1967-06-25,Tennessee,1991,1991,1990-11-02T00:00:00Z,FALSE
Chris Munk,munkch01,F,81,225,1967-08-05,USC,1991,1991,1990-11-02T00:00:00Z,FALSE
Jerrod Mustaf,mustaje01,F-C,82,238,1969-10-28,Maryland,1991,1994,1990-11-02T00:00:00Z,FALSE
Brian Oliver,olivebr01,G,76,210,1968-06-01,Georgia Tech,1991,1998,1990-11-02T00:00:00Z,FALSE
Gerald Paddio,paddige01,F-G,79,205,1965-04-21,UNLV,1991,1994,1990-11-02T00:00:00Z,FALSE
Walter Palmer,palmewa01,C-F,85,215,1968-10-23,Dartmouth College,1991,1993,1990-11-02T00:00:00Z,FALSE
Kevin Pritchard,pritcke01,G,75,180,1967-07-17,Kansas,1991,1996,1990-11-02T00:00:00Z,FALSE
Larry Robinson,robinla01,F-G,75,180,1968-01-11,Centenary (LA),1991,2002,1990-11-02T00:00:00Z,FALSE
Rumeal Robinson,robinru01,G,74,195,1966-11-13,Michigan,1991,1997,1990-11-02T00:00:00Z,FALSE
Dennis Scott,scottde01,F,80,229,1968-09-05,Georgia Tech,1991,2000,1990-11-02T00:00:00Z,FALSE
Lionel Simmons,simmoli01,F-G,79,210,1968-11-14,La Salle,1991,1997,1990-11-02T00:00:00Z,FALSE
Felton Spencer,spencfe01,C,84,265,1968-01-15,Louisville,1991,2002,1990-11-02T00:00:00Z,FALSE
Andy Toolson,toolsan01,G-F,78,210,1966-01-19,BYU,1991,1996,1990-11-02T00:00:00Z,FALSE
Loy Vaught,vaughlo01,F,81,230,1968-02-27,Michigan,1991,2001,1990-11-02T00:00:00Z,FALSE
Jayson Williams,willija01,F-C,81,240,1968-02-22,St. John's,1991,1999,1990-11-02T00:00:00Z,FALSE
Kenny Williams,willike03,F,81,205,1969-06-09,"Barton County Community College, Elizabeth City State University",1991,1994,1990-11-02T00:00:00Z,FALSE
Scott Williams,willisc01,F-C,82,230,1968-03-21,UNC,1991,2005,1990-11-02T00:00:00Z,FALSE
Howard Wright,wrighho02,F,80,220,1967-12-20,Stanford,1991,1993,1990-11-02T00:00:00Z,FALSE
Elden Campbell,campbel01,C,83,215,1968-07-23,Clemson,1991,2005,1990-11-03T00:00:00Z,FALSE
Sean Higgins,higgise01,G-F,81,205,1968-12-30,Michigan,1991,1998,1990-11-03T00:00:00Z,FALSE
Tony Massenburg,masseto01,F,81,220,1967-07-31,Maryland,1991,2005,1990-11-03T00:00:00Z,FALSE
Gary Payton,paytoga01,G,76,180,1968-07-23,Oregon State,1991,2007,1990-11-03T00:00:00Z,TRUE
Rick Calloway,callori01,F,78,180,1966-12-12,"Indiana, Kansas",1991,1991,1990-11-06T00:00:00Z,FALSE
Les Jepsen,jepsele01,C,84,237,1967-06-24,Iowa,1991,1992,1990-11-06T00:00:00Z,FALSE
Travis Mays,maystr01,G,74,190,1968-06-19,Texas,1991,1993,1990-11-06T00:00:00Z,FALSE
Steve Scheffler,schefst01,C-F,81,250,1967-09-03,Purdue,1991,1997,1990-11-06T00:00:00Z,FALSE
Trevor Wilson,wilsotr01,F,79,210,1968-03-16,UCLA,1991,1996,1990-11-06T00:00:00Z,FALSE
Kennard Winchester,winchke01,G-F,77,210,1966-09-03,"James Madison University, Averett University",1991,1993,1990-11-06T00:00:00Z,FALSE
Dwayne Schintzius,schindw01,C,85,260,1968-10-14,Florida,1991,1999,1990-11-08T00:00:00Z,FALSE
Tony Smith,smithto02,G,75,185,1968-06-14,Marquette,1991,2001,1990-11-09T00:00:00Z,FALSE
Mahmoud Abdul-Rauf,abdulma02,G,73,162,1969-03-09,LSU,1991,2001,1990-11-10T00:00:00Z,FALSE
Stojko Vranković,vrankst01,C,86,260,1964-01-22,NA,1991,1999,1990-11-13T00:00:00Z,FALSE
Cedric Ball,ballce01,F,80,210,1968-04-16,UNC Charlotte,1991,1991,1990-11-14T00:00:00Z,FALSE
Miloš Babić,babicmi01,C-F,84,240,1968-11-23,Tennessee Technological University,1991,1992,1990-11-21T00:00:00Z,FALSE
Negele Knight,knighne01,G,73,175,1967-03-06,Dayton,1991,1999,1990-11-21T00:00:00Z,FALSE
Jim Grandholm,grandji01,F-C,84,235,1960-10-04,"Florida, South Florida",1991,1991,1990-11-28T00:00:00Z,FALSE
Terry Mills,millste01,F,82,230,1967-12-21,Michigan,1991,2001,1990-12-01T00:00:00Z,FALSE
Irving Thomas,thomair01,F,80,225,1966-01-02,"Kentucky, Florida State",1991,1991,1990-12-04T00:00:00Z,FALSE
Keith Askins,askinke01,G-F,79,197,1967-12-15,Alabama,1991,1999,1990-12-11T00:00:00Z,FALSE
Anthony Bonner,bonnean01,F,80,215,1968-06-08,Saint Louis,1991,1996,1990-12-11T00:00:00Z,FALSE
Mario Elie,eliema01,G-F,77,210,1963-11-26,American International College,1991,2001,1990-12-28T00:00:00Z,FALSE
Dan O'Sullivan,osullda01,C,82,250,1968-03-03,Fordham,1991,1996,1990-12-29T00:00:00Z,FALSE
Dan Godfread,godfrda01,C,82,250,1967-06-14,University of Evansville,1991,1992,1990-12-30T00:00:00Z,FALSE
Henry James,jameshe01,F,80,220,1965-07-29,"South Plains College, St. Mary's University",1991,1998,1991-01-02T00:00:00Z,FALSE
Matt Bullard,bullama01,F,82,215,1967-06-05,"Colorado, Iowa",1991,2002,1991-01-05T00:00:00Z,FALSE
Alan Ogg,oggal01,C,86,240,1967-07-05,UAB,1991,1993,1991-01-12T00:00:00Z,FALSE
Tony Harris,harrito01,G,75,190,1967-05-13,"Lamar, New Orleans",1991,1995,1991-02-01T00:00:00Z,FALSE
Tony Dawson,dawsoto01,F,79,215,1967-08-25,Florida State,1991,1995,1991-03-08T00:00:00Z,FALSE
A.J. Wynder,wyndeaj01,G,74,180,1964-09-11,"UMass, Fairfield",1991,1991,1991-04-02T00:00:00Z,FALSE
Victor Alexander,alexavi01,C-F,81,265,1969-08-31,Iowa State,1992,2002,1991-11-01T00:00:00Z,FALSE
Greg Anthony,anthogr01,G,72,176,1967-11-15,"University of Portland, UNLV",1992,2002,1991-11-01T00:00:00Z,FALSE
David Benoit,benoida01,F,80,220,1968-05-09,Alabama,1992,2001,1991-11-01T00:00:00Z,FALSE
Terrell Brandon,brandte01,G,71,180,1970-05-20,Oregon,1992,2002,1991-11-01T00:00:00Z,FALSE
Randy Brown,brownra02,G,74,190,1968-05-22,"Houston, New Mexico State",1992,2003,1991-11-01T00:00:00Z,FALSE
Demetrius Calip,calipde01,G,73,165,1969-11-18,Michigan,1992,1992,1991-11-01T00:00:00Z,FALSE
Pete Chilcutt,chilcpe01,F-C,82,230,1968-09-14,UNC,1992,2000,1991-11-01T00:00:00Z,FALSE
Tom Copa,copato01,C,82,275,1964-10-30,Marquette,1992,1992,1991-11-01T00:00:00Z,FALSE
Rick Fox,foxri01,F-G,79,230,1969-07-24,UNC,1992,2004,1991-11-01T00:00:00Z,FALSE
Chris Gatling,gatlich01,F-C,82,220,1967-09-03,Old Dominion,1992,2002,1991-11-01T00:00:00Z,FALSE
Donald Hodge,hodgedo01,C,84,230,1969-02-25,Temple,1992,1996,1991-11-01T00:00:00Z,FALSE
Mike Iuzzolino,iuzzomi01,G,70,175,1968-01-22,"Penn State, Saint Francis University",1992,1993,1991-11-01T00:00:00Z,FALSE
Larry Johnson,johnsla02,F,79,250,1969-03-14,"Odessa College, UNLV",1992,2001,1991-11-01T00:00:00Z,FALSE
Mark Macon,maconma01,G,77,185,1969-04-14,Temple,1992,1999,1991-11-01T00:00:00Z,FALSE
Tharon Mayes,mayesth01,G,75,175,1968-09-09,Florida State,1992,1992,1991-11-01T00:00:00Z,FALSE
Dikembe Mutombo,mutomdi01,C,86,245,1966-06-25,Georgetown,1992,2009,1991-11-01T00:00:00Z,TRUE
Jimmy Oliver,oliveji01,G-F,77,205,1969-07-12,Purdue,1992,1999,1991-11-01T00:00:00Z,FALSE
Elliot Perry,perryel01,G,72,150,1969-03-28,Memphis,1992,2002,1991-11-01T00:00:00Z,FALSE
Mark Randall,randama01,F,80,235,1967-09-30,Kansas,1992,1995,1991-11-01T00:00:00Z,FALSE
Greg Sutton,suttogr01,G,74,170,1967-12-03,Oral Roberts,1992,1996,1991-11-01T00:00:00Z,FALSE
Charles Thomas,thomach01,G,75,175,1969-10-03,Eastern Michigan,1992,1992,1991-11-01T00:00:00Z,FALSE
João Vianna,viannjo01,F,81,215,1966-11-15,NA,1992,1992,1991-11-01T00:00:00Z,FALSE
Stacey Augmon,augmost01,F-G,80,205,1968-08-01,UNLV,1992,2006,1991-11-02T00:00:00Z,FALSE
Isaac Austin,austiis01,C,82,255,1969-08-18,Arizona State,1992,2002,1991-11-02T00:00:00Z,FALSE
Kevin Brooks,brookke01,F,78,200,1969-10-12,Louisiana,1992,1994,1991-11-02T00:00:00Z,FALSE
Corey Crowder,crowdco01,G-F,77,214,1969-04-13,Kentucky Wesleyan College,1992,1995,1991-11-02T00:00:00Z,FALSE
Sean Green,greense01,G-F,77,210,1970-02-02,"NC State, Iona College",1992,1994,1991-11-02T00:00:00Z,FALSE
Doug Lee,leedo01,G-F,77,200,1964-10-24,"Texas A&M, Purdue",1992,1995,1991-11-02T00:00:00Z,FALSE
Eric Murdock,murdoer01,G,73,190,1968-06-14,Providence,1992,2000,1991-11-02T00:00:00Z,FALSE
Robert Pack,packro01,G,74,180,1969-02-03,USC,1992,2004,1991-11-02T00:00:00Z,FALSE
Stanley Roberts,roberst01,C,84,285,1970-02-07,LSU,1992,2000,1991-11-02T00:00:00Z,FALSE
Steve Smith,smithst01,G,80,200,1969-03-31,Michigan State,1992,2005,1991-11-02T00:00:00Z,FALSE
Carl Thomas,thomaca01,G,76,175,1969-10-03,Eastern Michigan,1992,1998,1991-11-02T00:00:00Z,FALSE
Marty Conlon,conloma01,F-C,82,224,1968-01-19,Providence,1992,2000,1991-11-05T00:00:00Z,FALSE
Rich King,kingri01,C,86,260,1969-04-04,Nebraska,1992,1995,1991-11-05T00:00:00Z,FALSE
Billy Owens,owensbi01,F-G,80,220,1969-05-01,Syracuse,1992,2001,1991-11-05T00:00:00Z,FALSE
Doug Smith,smithdo03,F,82,220,1969-09-17,Missouri,1992,1996,1991-11-05T00:00:00Z,FALSE
LeRon Ellis,ellisle02,F-C,81,225,1969-04-28,"Kentucky, Syracuse",1992,1996,1991-11-06T00:00:00Z,FALSE
Rodney Monroe,monroro01,G,75,185,1968-04-16,NC State,1992,1992,1991-11-06T00:00:00Z,FALSE
Larry Stewart,stewala01,F,80,220,1968-09-21,Coppin State University,1992,1997,1991-11-06T00:00:00Z,FALSE
John Turner,turnejo01,F,80,245,1967-11-30,"Georgetown, Phillips University",1992,1992,1991-11-07T00:00:00Z,FALSE
Paul Graham,grahapa01,F-G,78,200,1967-11-28,Ohio University,1992,1994,1991-11-08T00:00:00Z,FALSE
Keith Owens,owenske01,F,79,225,1969-05-31,UCLA,1992,1992,1991-11-08T00:00:00Z,FALSE
Kenny Anderson,anderke01,G,73,168,1970-10-09,Georgia Tech,1992,2005,1991-11-09T00:00:00Z,FALSE
Carl Herrera,herreca01,F,81,215,1966-12-14,"Jacksonville College, Houston",1992,1999,1991-11-12T00:00:00Z,FALSE
Myron Brown,brownmy01,G,75,180,1969-11-03,Slippery Rock University of Pennsylvania,1992,1992,1991-11-17T00:00:00Z,FALSE
Dale Davis,davisda01,F-C,83,230,1969-03-25,Clemson,1992,2007,1991-11-18T00:00:00Z,FALSE
LaBradford Smith,smithla02,G,75,200,1969-04-03,Louisville,1992,1994,1991-11-19T00:00:00Z,FALSE
Bison Dele,delebi01,F-C,81,235,1969-04-06,"Maryland, Arizona",1992,1999,1991-11-20T00:00:00Z,FALSE
Patrick Eddie,eddiepa01,C,83,240,1967-12-27,"Arkansas State University, Ole Miss",1992,1992,1991-11-26T00:00:00Z,FALSE
Luc Longley,longllu01,C,86,265,1969-01-19,New Mexico,1992,2001,1991-11-30T00:00:00Z,FALSE
Kevin Lynch,lynchke01,G-F,77,195,1968-12-24,Minnesota,1992,1993,1991-12-06T00:00:00Z,FALSE
Chris Corchiani,corchch01,G,72,185,1968-03-28,NC State,1992,1994,1992-01-04T00:00:00Z,FALSE
Stephen Thompson,thompst01,G,76,185,1968-12-02,Syracuse,1992,1992,1992-01-04T00:00:00Z,FALSE
Lamont Strothers,strotla01,G,76,190,1968-05-10,Christopher Newport University,1992,1993,1992-01-11T00:00:00Z,FALSE
Tracy Moore,mooretr01,G-F,76,200,1965-12-28,Tulsa,1992,1997,1992-01-24T00:00:00Z,FALSE
Brian Howard,howarbr01,F,78,204,1967-10-19,NC State,1992,1993,1992-02-04T00:00:00Z,FALSE
Cedric Hunter,huntece01,G,72,180,1965-01-16,Kansas,1992,1992,1992-02-16T00:00:00Z,FALSE
Steve Bardo,bardost01,G,77,190,1968-04-05,Illinois,1992,1996,1992-02-19T00:00:00Z,FALSE
Bobby Phills,phillbo01,G,77,210,1969-12-20,Southern University and A&M College,1992,2000,1992-03-22T00:00:00Z,FALSE
Derek Strong,stronde01,F,80,220,1968-02-09,Xavier,1992,2001,1992-03-22T00:00:00Z,FALSE
Anthony Avent,aventan01,F,81,235,1969-10-18,Seton Hall,1993,2000,1992-11-06T00:00:00Z,FALSE
Tony Bennett,benneto01,G,72,175,1969-06-01,Green Bay,1993,1995,1992-11-06T00:00:00Z,FALSE
Duane Cooper,coopedu01,G,73,185,1969-06-25,USC,1993,1994,1992-11-06T00:00:00Z,FALSE
John Crotty,crottjo01,G,73,185,1969-07-15,Virginia,1993,2003,1992-11-06T00:00:00Z,FALSE
Lloyd Daniels,daniell01,G,79,205,1967-09-04,Mount San Antonio College,1993,1998,1992-11-06T00:00:00Z,FALSE
Todd Day,dayto01,G-F,78,188,1970-01-07,Arkansas,1993,2001,1992-11-06T00:00:00Z,FALSE
Tom Gugliotta,guglito01,F,82,240,1969-12-19,NC State,1993,2005,1992-11-06T00:00:00Z,FALSE
Robert Horry,horryro01,F,82,240,1970-08-25,Alabama,1993,2008,1992-11-06T00:00:00Z,FALSE
Byron Houston,houstby01,F,77,250,1969-11-22,Oklahoma State,1993,1996,1992-11-06T00:00:00Z,FALSE
Stephen Howard,howarst01,F,81,225,1970-07-15,DePaul,1993,1998,1992-11-06T00:00:00Z,FALSE
Keith Jennings,jennike01,G,67,160,1968-11-02,East Tennessee State University,1993,1995,1992-11-06T00:00:00Z,FALSE
Adam Keefe,keefead01,F,81,230,1970-02-22,Stanford,1993,2001,1992-11-06T00:00:00Z,FALSE
